***
TEST CASE 1
MIN SUPPORT : 50
MIN CONFIDENCE : 30
Number of rules:  683
('maint', 'vhigh')(count : 432) ----------------->('persons', '2')(count : 576)0.3333333333333333
(('lug_boot', 'big'), ('safety', 'low'))(count : 192) ----------------->('persons', '2')(count : 576)0.3333333333333333
(('persons', '2'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('persons', '2'), ('safety', 'med'))(count : 192) ----------------->('class', 'unacc')(count : 1210)1.0
('persons', '2')(count : 576) ----------------->(('safety', 'high'), ('class', 'unacc'))(count : 277)0.3333333333333333
(('safety', 'high'), ('class', 'unacc'))(count : 277) ----------------->('persons', '2')(count : 576)0.6931407942238267
(('persons', '4'), ('safety', 'low'))(count : 192) ----------------->('class', 'unacc')(count : 1210)1.0
(('persons', '4'), ('lug_boot', 'big'))(count : 192) ----------------->('safety', 'low')(count : 576)0.3333333333333333
(('lug_boot', 'big'), ('safety', 'low'))(count : 192) ----------------->('persons', '4')(count : 576)0.3333333333333333
(('persons', '4'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('persons', '4'), ('safety', 'med'))(count : 192) ----------------->('class', 'acc')(count : 384)0.46875
(('safety', 'high'), ('class', 'acc'))(count : 204) ----------------->('persons', '4')(count : 576)0.5294117647058824
(('lug_boot', 'big'), ('safety', 'low'))(count : 192) ----------------->('persons', 'more')(count : 576)0.3333333333333333
(('safety', 'high'), ('class', 'acc'))(count : 204) ----------------->('persons', 'more')(count : 576)0.47058823529411764
(('lug_boot', 'small'), ('safety', 'low'))(count : 192) ----------------->('class', 'unacc')(count : 1210)1.0
(('lug_boot', 'small'), ('safety', 'med'))(count : 192) ----------------->('class', 'unacc')(count : 1210)0.8177083333333334
(('safety', 'high'), ('class', 'unacc'))(count : 277) ----------------->('lug_boot', 'small')(count : 576)0.36462093862815886
(('lug_boot', 'small'), ('class', 'acc'))(count : 105) ----------------->('safety', 'high')(count : 576)0.6666666666666666
(('safety', 'high'), ('class', 'acc'))(count : 204) ----------------->('lug_boot', 'small')(count : 576)0.3431372549019608
(('safety', 'high'), ('class', 'unacc'))(count : 277) ----------------->('lug_boot', 'med')(count : 576)0.3176895306859206
(('safety', 'high'), ('class', 'acc'))(count : 204) ----------------->('lug_boot', 'med')(count : 576)0.3431372549019608
(('safety', 'high'), ('class', 'unacc'))(count : 277) ----------------->('lug_boot', 'big')(count : 576)0.3176895306859206
(('safety', 'high'), ('class', 'acc'))(count : 204) ----------------->('lug_boot', 'big')(count : 576)0.3137254901960784
(('lug_boot', 'small'), ('persons', '2'), ('safety', 'low'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '2'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'small')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('safety', 'low'))(count : 192) ----------------->('persons', '2')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('persons', '2'))(count : 192) ----------------->('safety', 'low')(count : 576)0.3333333333333333
(('lug_boot', 'small'), ('persons', '2'), ('safety', 'med'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '2'), ('safety', 'med'))(count : 192) ----------------->('lug_boot', 'small')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('safety', 'med'))(count : 157) ----------------->('persons', '2')(count : 576)0.40764331210191085
(('class', 'unacc'), ('lug_boot', 'small'), ('persons', '2'))(count : 192) ----------------->('safety', 'med')(count : 576)0.3333333333333333
(('safety', 'high'), ('lug_boot', 'small'), ('persons', '2'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '2'), ('safety', 'high'))(count : 192) ----------------->('lug_boot', 'small')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('safety', 'high'))(count : 101) ----------------->('persons', '2')(count : 576)0.6336633663366337
(('class', 'unacc'), ('lug_boot', 'small'), ('persons', '2'))(count : 192) ----------------->('safety', 'high')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('persons', '2'))(count : 192) ----------------->('safety', 'high')(count : 576)0.3333333333333333
(('safety', 'high'), ('persons', '2'), ('class', 'unacc'))(count : 192) ----------------->('lug_boot', 'small')(count : 576)0.3333333333333333
(('safety', 'high'), ('lug_boot', 'small'), ('class', 'unacc'))(count : 101) ----------------->('persons', '2')(count : 576)0.6336633663366337
(('safety', 'high'), ('lug_boot', 'small'), ('persons', '2'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('persons', '2'), ('safety', 'low'), ('lug_boot', 'med'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'low'), ('lug_boot', 'med'))(count : 192) ----------------->('persons', '2')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'med'))(count : 192) ----------------->('safety', 'low')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'med')(count : 576)0.3333333333333333
(('persons', '2'), ('safety', 'med'), ('lug_boot', 'med'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'med'), ('lug_boot', 'med'))(count : 112) ----------------->('persons', '2')(count : 576)0.5714285714285714
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'med'))(count : 192) ----------------->('safety', 'med')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('safety', 'med'))(count : 192) ----------------->('lug_boot', 'med')(count : 576)0.3333333333333333
(('safety', 'high'), ('persons', '2'), ('lug_boot', 'med'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'high'), ('lug_boot', 'med'))(count : 88) ----------------->('persons', '2')(count : 576)0.7272727272727273
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'med'))(count : 192) ----------------->('safety', 'high')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('safety', 'high'))(count : 192) ----------------->('lug_boot', 'med')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'med'))(count : 192) ----------------->('safety', 'high')(count : 576)0.3333333333333333
(('safety', 'high'), ('class', 'unacc'), ('lug_boot', 'med'))(count : 88) ----------------->('persons', '2')(count : 576)0.7272727272727273
(('safety', 'high'), ('persons', '2'), ('class', 'unacc'))(count : 192) ----------------->('lug_boot', 'med')(count : 576)0.3333333333333333
(('safety', 'high'), ('persons', '2'), ('lug_boot', 'med'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('safety', 'low'), ('persons', '2'), ('lug_boot', 'big'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '2'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('class', 'unacc'), ('safety', 'low'), ('lug_boot', 'big'))(count : 192) ----------------->('persons', '2')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'big'))(count : 192) ----------------->('safety', 'low')(count : 576)0.3333333333333333
(('persons', '2'), ('safety', 'med'), ('lug_boot', 'big'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'med'), ('lug_boot', 'big'))(count : 88) ----------------->('persons', '2')(count : 576)0.7272727272727273
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'big'))(count : 192) ----------------->('safety', 'med')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('safety', 'med'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('safety', 'high'), ('persons', '2'), ('lug_boot', 'big'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '2'), ('safety', 'high'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'big'), ('safety', 'high'))(count : 88) ----------------->('persons', '2')(count : 576)0.7272727272727273
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'big'))(count : 192) ----------------->('safety', 'high')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '2'), ('lug_boot', 'big'))(count : 192) ----------------->('safety', 'high')(count : 576)0.3333333333333333
(('safety', 'high'), ('class', 'unacc'), ('lug_boot', 'big'))(count : 88) ----------------->('persons', '2')(count : 576)0.7272727272727273
(('safety', 'high'), ('persons', '2'), ('class', 'unacc'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('safety', 'high'), ('persons', '2'), ('lug_boot', 'big'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('lug_boot', 'small'), ('persons', '4'), ('safety', 'low'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '4'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'small')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('safety', 'low'))(count : 192) ----------------->('persons', '4')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('persons', '4'))(count : 120) ----------------->('safety', 'low')(count : 576)0.5333333333333333
(('persons', '4'), ('safety', 'low'), ('lug_boot', 'med'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'low'), ('lug_boot', 'med'))(count : 192) ----------------->('persons', '4')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '4'), ('lug_boot', 'med'))(count : 104) ----------------->('safety', 'low')(count : 576)0.6153846153846154
(('class', 'unacc'), ('persons', '4'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'med')(count : 576)0.3333333333333333
(('safety', 'low'), ('persons', '4'), ('lug_boot', 'big'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('persons', '4'), ('safety', 'low'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('class', 'unacc'), ('safety', 'low'), ('lug_boot', 'big'))(count : 192) ----------------->('persons', '4')(count : 576)0.3333333333333333
(('class', 'unacc'), ('persons', '4'), ('lug_boot', 'big'))(count : 88) ----------------->('safety', 'low')(count : 576)0.7272727272727273
(('lug_boot', 'small'), ('safety', 'low'), ('persons', 'more'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'low'), ('persons', 'more'))(count : 192) ----------------->('lug_boot', 'small')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'small'), ('persons', 'more'))(count : 138) ----------------->('safety', 'low')(count : 576)0.463768115942029
(('class', 'unacc'), ('lug_boot', 'small'), ('safety', 'low'))(count : 192) ----------------->('persons', 'more')(count : 576)0.3333333333333333
(('lug_boot', 'med'), ('safety', 'low'), ('persons', 'more'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'low'), ('lug_boot', 'med'))(count : 192) ----------------->('persons', 'more')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'med'), ('persons', 'more'))(count : 96) ----------------->('safety', 'low')(count : 576)0.6666666666666666
(('class', 'unacc'), ('safety', 'low'), ('persons', 'more'))(count : 192) ----------------->('lug_boot', 'med')(count : 576)0.3333333333333333
(('safety', 'low'), ('lug_boot', 'big'), ('persons', 'more'))(count : 64) ----------------->('class', 'unacc')(count : 1210)1.0
(('class', 'unacc'), ('safety', 'low'), ('persons', 'more'))(count : 192) ----------------->('lug_boot', 'big')(count : 576)0.3333333333333333
(('class', 'unacc'), ('lug_boot', 'big'), ('persons', 'more'))(count : 88) ----------------->('safety', 'low')(count : 576)0.7272727272727273
(('class', 'unacc'), ('safety', 'low'), ('lug_boot', 'big'))(count : 192) ----------------->('persons', 'more')(count : 576)0.3333333333333333
